#"Step","Time (ps)","Temperature (K)","Speed (ns/day)"
1470000,2939.999999944302,299.3258142622131,475
1475000,2949.9999999440656,299.17661645955394,475
1480000,2959.999999943829,299.9029276358067,475
1485000,2969.9999999435927,301.51213250734463,475
1490000,2979.999999943356,299.7877791242108,475
1495000,2989.9999999431197,301.29965608713803,475
1500000,2999.9999999428833,299.2119702364437,475
1505000,3009.999999942647,298.6791430511617,475
1510000,3019.9999999424103,299.67952891054466,475
1515000,3029.999999942174,300.73996533780286,475
1520000,3039.9999999419374,300.70892299711915,475
1525000,3049.999999941701,301.9140910213256,475
1530000,3059.9999999414645,301.733276019822,475
1535000,3069.999999941228,302.32807733682506,475
1540000,3079.9999999409915,301.0548549503505,475
1545000,3089.999999940755,301.44679766637586,475
1550000,3099.9999999405186,299.6784013041523,475
1555000,3109.999999940282,300.7835218984488,475
1560000,3119.9999999400457,299.18165752342566,475
1565000,3129.999999939809,301.77669992089227,475
1570000,3139.9999999395727,298.52901663147355,475
1575000,3149.9999999393362,299.05930117489044,475
1580000,3159.9999999391,299.40695770260425,475
1585000,3169.9999999388633,300.65384716332784,475
1590000,3179.999999938627,301.3805784282365,475
1595000,3189.9999999383904,300.7777290969821,475
1600000,3199.999999938154,300.9642926800938,475
1605000,3209.9999999379174,302.2218833465802,475
1610000,3219.999999937681,297.75757908959736,475
1615000,3229.9999999374445,301.3156857858529,475
1620000,3239.999999937208,301.1667311924156,475
1625000,3249.9999999369716,299.6010165517357,475
1630000,3259.999999936735,299.5522641577133,475
1635000,3269.9999999364986,302.221949676368,475
1640000,3279.999999936262,302.75311861695536,475
1645000,3289.9999999360257,300.3201420009783,475
1650000,3299.999999935789,297.6984350288218,475
1655000,3309.9999999355528,298.79371670459676,475
1660000,3319.9999999353163,300.89303237808286,475
1665000,3329.99999993508,300.1071349424694,475
1670000,3339.9999999348433,300.73554335195047,475
1675000,3349.999999934607,301.12268821332594,475
1680000,3359.9999999343704,300.1541406520801,475
1685000,3369.999999934134,300.3296050507024,475
1690000,3379.9999999338975,301.00466541092607,475
1695000,3389.999999933661,300.07764029683403,475
1700000,3399.9999999334245,300.53191090344853,475
1705000,3409.999999933188,299.13440860459303,475
1710000,3419.9999999329516,299.84243486934616,475
1715000,3429.999999932715,297.9533625132113,475
1720000,3439.9999999324787,300.7485218804272,475
1725000,3449.999999932242,303.0154529276475,475
1730000,3459.9999999320057,297.5936781839791,475
1735000,3469.9999999317693,298.84379569437493,475
